panel,date,t,value
4c,2001-06-13 00:00:00,0.451745379876797,0.119649320840836
4c,2001-07-04 07:30:00,0.51009582477755,0.153306543827057
4c,2001-08-19 01:30:00,0.635352498288843,0.187849223613739
4c,2001-09-07 13:30:00,0.688740588637919,0.181499600410461
4c,2001-10-16 22:30:00,0.796543463381246,0.242533981800079
4c,2001-11-02 10:30:00,0.841718001368925,0.0347884446382523
4c,2001-12-12 12:00:00,0.951403148528405,-0.00232726708054543
4c,2002-01-25 22:30:00,0.0710130047912389,0.0550787970423698
4c,2002-02-08 10:30:00,0.107973990417522,0.00530780106782913
4c,2002-03-28 22:30:00,0.243497604380561,0.0653495043516159
4c,2002-04-20 22:30:00,0.3064681724846,0.0531117767095566
4c,2002-05-31 15:00:00,0.417864476386037,0.103144459426403
4c,2002-06-10 00:00:00,0.4435318275154,0.114075526595116
4c,2002-07-14 12:00:00,0.537987679671458,0.39583894610405
4c,2002-08-29 10:30:00,0.663757700205339,0.266149491071701
4c,2002-09-04 16:30:00,0.680869267624914,0.50825709104538
4c,2002-10-06 00:00:00,0.766598220396988,0.0733330845832825
4c,2002-11-14 10:30:00,0.874572210814511,0.0729067325592041
4c,2002-12-18 22:30:00,0.969028062970568,0.031098049134016
4c,2003-01-22 12:00:00,0.0616016427104723,0.0560165718197823
4c,2003-02-28 22:30:00,0.16409993155373,0.0428181663155556
4c,2003-03-31 22:30:00,0.251711156741958,0.0778841078281403
4c,2003-04-03 01:30:00,0.257529089664613,0.0957670658826828
4c,2003-05-30 01:30:00,0.413586584531143,0.193659007549286
4c,2003-06-08 01:30:00,0.438227241615332,0.13172060251236
4c,2003-07-31 16:30:00,0.585044490075291,0.101374812424183
4c,2003-08-07 00:00:00,0.602327173169062,0.480696827173233
4c,2003-09-19 10:30:00,0.721252566735113,0.258742243051529
4c,2003-10-10 10:30:00,0.778747433264887,0.0783585906028748
4c,2003-11-29 10:30:00,0.915639972621492,0.0689171329140663
4c,2003-12-25 10:30:00,0.986824093086927,-0.0128701291978359
4c,2004-01-29 22:30:00,0.0819644079397673,-0.00044679082930088
4c,2004-02-29 13:30:00,0.165811088295688,0.0670123845338821
4c,2004-03-28 01:30:00,0.241101984941821,0.0612266547977924
4c,2004-04-22 22:30:00,0.311943874058864,0.0917967334389687
4c,2004-05-19 22:30:00,0.385865845311431,0.155637681484222
4c,2004-06-19 18:00:00,0.470225872689938,0.308982610702515
4c,2004-07-03 16:30:00,0.508384668035592,0.152250677347183
4c,2004-08-17 10:30:00,0.630903490759754,0.225992411375046
4c,2004-09-05 10:30:00,0.682922655715264,0.61416107416153
4c,2004-10-19 06:00:00,0.802874743326489,0.564862668514252
4c,2004-11-01 10:30:00,0.838980150581793,0.0229864157736301
4c,2004-12-04 10:30:00,0.929329226557153,0.0901577919721603
4c,2005-01-25 10:30:00,0.0696440793976728,0.0605714321136475
4c,2005-02-24 01:30:00,0.150752908966461,0.0988721773028374
4c,2005-03-11 00:00:00,0.194387405886379,0.05697912722826
4c,2005-04-30 22:30:00,0.333846680355921,0.0861179232597351
4c,2005-05-06 01:30:00,0.347878165639973,0.110449932515621
4c,2005-06-01 15:00:00,0.420602327173169,0.144928127527237
4c,2005-07-25 01:30:00,0.566906228610541,0.149853080511093
4c,2005-08-31 01:30:00,0.668206707734428,0.191687881946564
4c,2005-09-04 16:30:00,0.680869267624914,0.265567034482956
4c,2005-10-14 22:30:00,0.791067761806982,0.0767774879932404
4c,2005-11-12 22:30:00,0.870465434633812,0.026287917047739
4c,2005-12-10 21:00:00,0.946954140999316,-0.00426090694963932
4c,2006-01-19 12:00:00,0.053388090349076,0.058384831994772
4c,2006-02-28 19:30:00,0.163757700205339,0.0592160299420357
4c,2006-03-22 13:30:00,0.226043805612594,0.0696735084056854
4c,2006-04-29 01:30:00,0.328713210130048,0.0932224988937378
4c,2006-05-19 01:30:00,0.38347022587269,0.106084920465946
4c,2006-06-08 00:00:00,0.438056125941136,0.163704752922058
4c,2006-07-08 19:30:00,0.522416153319644,0.243383944034576
4c,2006-08-09 06:00:00,0.60848733744011,0.169420808553696
4c,2006-09-16 13:30:00,0.713381245722108,0.205116510391235
4c,2006-10-05 01:30:00,0.764031485284052,0.151812136173248
4c,2006-11-17 22:30:00,0.884154688569473,0.0210358146578074
4c,2006-12-25 10:30:00,0.986824093086927,0.0421574823558331
4c,2007-01-01 21:00:00,0.00513347022587269,-0.0170670077204704
4c,2007-02-25 03:00:00,0.153661875427789,0.032407034188509
4c,2007-03-27 01:30:00,0.238364134154689,0.0977495834231377
4c,2007-04-18 01:30:00,0.298596851471595,0.148776590824127
4c,2007-05-05 15:00:00,0.346680355920602,0.126171827316284
4c,2007-06-03 01:30:00,0.424537987679671,0.1088015884161
4c,2007-07-13 01:30:00,0.534052019164955,0.60149610042572
4c,2007-08-10 19:30:00,0.612765229295003,0.157778352499008
4c,2007-09-14 15:00:00,0.70807665982204,0.220459878444672
4c,2007-10-05 22:30:00,0.766427104722793,0.13444772362709
4c,2007-11-27 19:30:00,0.911190965092402,0.0579189360141754
4c,2007-12-12 10:30:00,0.951232032854209,0.0575343854725361
4c,2008-01-28 19:30:00,0.0788843258042437,0.0335357375442982
4c,2008-02-02 06:00:00,0.0910335386721424,0.0224897712469101
4c,2008-03-18 10:30:00,0.214750171115674,0.0803084895014763
4c,2008-04-09 12:00:00,0.275154004106776,0.0945394411683083
4c,2008-05-30 01:30:00,0.413586584531143,0.115514300763607
4c,2008-06-23 01:30:00,0.479295003422313,0.149282783269882
4c,2008-07-25 16:30:00,0.568617385352498,0.158144056797028
4c,2008-08-09 16:30:00,0.60968514715948,0.150191217660904
4c,2008-09-17 01:30:00,0.714750171115674,0.127553373575211
4c,2008-10-04 15:00:00,0.762833675564682,0.07135970890522
4c,2008-11-12 10:30:00,0.869096509240246,0.0294157788157463
4c,2008-12-11 19:30:00,0.949520876112252,-0.00925801508128643
4c,2009-01-30 10:30:00,0.0833333333333333,0.0392623580992222
4c,2009-02-13 09:00:00,0.121492128678987,0.0630737319588661
4c,2009-03-05 16:30:00,0.17984257357974,0.0629489496350288
4c,2009-04-20 13:30:00,0.305441478439425,0.108891502022743
4c,2009-05-28 01:30:00,0.408110882956879,0.097135990858078
4c,2009-06-04 16:30:00,0.428986995208761,0.18719756603241
4c,2009-07-28 03:00:00,0.575290896646133,0.163620084524155
4c,2009-08-06 07:30:00,0.600444900752909,0.300995171070099
4c,2009-09-04 15:00:00,0.680698151950719,0.171800136566162
4c,2009-10-06 13:30:00,0.76813826146475,0.175816923379898
4c,2009-11-10 01:30:00,0.862594113620808,0.0552451014518738
4c,2009-12-04 12:00:00,0.929500342231348,0.00806309562176466
4c,2010-01-11 21:00:00,0.0325119780971937,0.0116111058741808
4c,2010-02-26 03:00:00,0.156399726214921,0.055783849209547
4c,2010-03-02 03:00:00,0.170088980150582,0.0437050834298134
4c,2010-04-11 13:30:00,0.280800821355236,0.0754727721214294
4c,2010-05-23 16:30:00,0.396132785763176,0.138454228639603
4c,2010-06-24 18:00:00,0.483915126625599,0.128424972295761
4c,2010-07-05 07:30:00,0.512833675564682,0.122533023357391
4c,2010-08-31 07:30:00,0.668891170431211,0.18700960278511
4c,2010-09-04 07:30:00,0.67984257357974,0.126654088497162
4c,2010-10-28 03:00:00,0.827173169062286,0.117031596601009
4c,2010-11-22 01:30:00,0.895448323066393,0.0423432514071465
4c,2010-12-13 01:30:00,0.952943189596167,0.0322890281677246
4c,2011-01-14 18:00:00,0.0403832991101985,-0.0310957133769989
4c,2011-02-10 16:30:00,0.114134154688569,0.0350748859345913
4c,2011-03-06 15:00:00,0.182409308692676,0.0329399630427361
4c,2011-04-27 03:00:00,0.323408624229979,0.0732597336173058
4c,2011-05-28 13:30:00,0.409479808350445,0.333191156387329
4c,2011-06-24 16:30:00,0.483744010951403,0.193960011005402
4c,2011-07-18 16:30:00,0.549452429842574,0.219885796308517
4c,2011-08-05 07:30:00,0.597707049965777,0.571900129318237
4c,2011-09-16 15:00:00,0.713552361396304,0.191610276699066
4c,2011-10-12 16:30:00,0.784907597535934,0.0452035367488861
4c,2011-11-09 16:30:00,0.861567419575633,0.0814959332346916
4c,2011-12-02 03:00:00,0.92299794661191,0.0409611985087395
4c,2012-01-15 19:30:00,0.0432922655715264,0.0540395267307758
4c,2012-02-22 21:00:00,0.147501711156742,0.0888647809624672
4c,2012-03-18 01:30:00,0.2137234770705,0.069061391055584
4c,2012-04-30 01:30:00,0.33145106091718,0.0886786878108978
4c,2012-05-20 04:30:00,0.386550308008214,0.133959591388702
4c,2012-06-18 13:30:00,0.466974674880219,0.260532736778259
4c,2012-07-31 16:30:00,0.585044490075291,0.178068727254868
4c,2012-08-26 13:30:00,0.655886379192334,0.592151582241058
4c,2012-09-29 01:30:00,0.747604380561259,0.616470336914062
4c,2012-10-17 01:30:00,0.796885694729637,0.153942257165909
4c,2012-11-23 01:30:00,0.898186173853525,0.0295627061277628
4c,2012-12-02 10:30:00,0.923853524982888,0.0652284771203995
4c,2013-01-13 10:30:00,0.0367898699520876,0.0895921364426613
4c,2013-02-28 04:30:00,0.162046543463381,0.026403084397316
4c,2013-03-24 00:00:00,0.229979466119097,0.0715248212218285
4c,2013-04-06 00:00:00,0.265571526351814,0.137011423707008
4c,2013-05-19 16:30:00,0.385181382614648,0.121873632073402
4c,2013-06-09 04:30:00,0.441307323750856,0.181772947311401
4c,2013-07-12 06:00:00,0.531827515400411,0.16382685303688
4c,2013-08-20 19:30:00,0.640143737166324,0.207229822874069
4c,2013-09-03 01:30:00,0.676420260095825,0.140993803739548
4c,2013-10-05 10:30:00,0.765058179329227,0.226140975952148
4c,2013-11-24 16:30:00,0.902635181382615,0.0237221866846085
4c,2013-12-17 16:30:00,0.965605749486653,0.0198593772947788
4c,2014-01-03 10:30:00,0.0094113620807666,0.00700505543500185
4c,2014-02-02 18:00:00,0.0924024640657084,0.0757307857275009
4c,2014-03-29 13:30:00,0.245208761122519,0.0836217477917671
4c,2014-04-29 01:30:00,0.328713210130048,0.0614172667264938
4c,2014-05-15 04:30:00,0.372861054072553,0.108922474086285
4c,2014-06-11 07:30:00,0.447125256673511,0.177149653434753
4c,2014-07-08 06:00:00,0.520876112251882,0.409052282571793
4c,2014-08-01 01:30:00,0.586071184120465,0.241216033697128
4c,2014-09-06 16:30:00,0.686344969199179,0.153233170509338
4c,2014-10-11 15:00:00,0.781998631074606,0.631136059761047
4c,2014-11-03 15:00:00,0.844969199178645,0.0350751131772995
4c,2014-12-03 19:30:00,0.927618069815195,-0.0222896300256252
4c,2015-01-29 01:30:00,0.0795687885010267,-0.0180822163820267
4c,2015-02-26 01:30:00,0.156228610540726,0.0411574617028236
4c,2015-03-03 06:00:00,0.173169062286105,0.0471764355897903
4c,2015-04-19 22:30:00,0.303730321697467,0.126111507415771
4c,2015-05-28 15:00:00,0.409650924024641,0.141827344894409
4c,2015-06-30 16:30:00,0.500171115674196,0.15144282579422
4c,2015-07-09 16:30:00,0.524811772758385,0.366871982812881
4c,2015-08-24 01:30:00,0.649041752224504,0.271911650896072
4c,2015-09-27 01:30:00,0.742128678986995,0.181318998336792
4c,2015-10-23 13:30:00,0.814681724845996,0.0792524218559265
4c,2015-11-24 16:30:00,0.902635181382615,0.00172993540763855
4c,2015-12-10 10:30:00,0.945756331279945,0.0366873443126678
4c,2016-01-17 09:00:00,0.0475701574264203,0.0696407482028008
4c,2016-02-13 16:30:00,0.122347707049966,0.0124514242634177
4c,2016-03-13 16:30:00,0.201745379876797,0.076676681637764
4c,2016-04-13 16:30:00,0.286618754277892,0.113081157207489
4c,2016-05-24 15:00:00,0.398699520876112,0.0921671018004417
4c,2016-06-13 04:30:00,0.452258726899384,0.139794692397118
4c,2016-07-08 15:00:00,0.521902806297057,0.148755222558975
4c,2016-08-20 16:30:00,0.639801505817933,0.187914460897446
4c,2016-09-26 16:30:00,0.741101984941821,0.145577400922775
4c,2016-10-03 16:30:00,0.760266940451745,0.2460677921772
4c,2016-11-26 19:30:00,0.90845311430527,0.0135972341522574
4c,2016-12-13 01:30:00,0.952943189596167,0.0139336921274662
4c,2017-01-07 16:30:00,0.021047227926078,0.0140958661213517
4c,2017-02-22 13:30:00,0.146646132785763,0.0147492019459605
4c,2017-03-13 15:00:00,0.201574264202601,0.0936401933431625
4c,2017-04-11 00:00:00,0.279260780287474,0.100581929087639
4c,2017-05-24 16:30:00,0.398870636550308,0.134636580944061
4c,2017-06-17 03:00:00,0.463039014373717,0.150001615285873
4c,2017-07-26 16:30:00,0.57135523613963,0.148278474807739
4c,2017-08-03 16:30:00,0.593258042436687,0.169142007827759
4c,2017-09-15 16:30:00,0.710985626283368,0.166101366281509
4c,2017-10-28 01:30:00,0.82700205338809,0.366515934467316
4c,2017-11-17 12:00:00,0.882956878850103,0.067955270409584
4c,2017-12-24 03:00:00,0.983230663928816,0.000131420791149139
4c,2018-01-08 03:00:00,0.0222450376454483,0.017262440174818
4c,2018-02-28 10:30:00,0.162731006160164,0.0475859194993973
4c,2018-03-03 03:00:00,0.172826830937714,0.0695708617568016
4c,2018-04-23 15:00:00,0.313826146475017,0.0520158372819424
4c,2018-05-25 16:30:00,0.40160848733744,0.0943976119160652
4c,2018-06-09 16:30:00,0.442676249144422,0.230085104703903
4c,2018-07-01 16:30:00,0.502908966461328,0.285154581069946
4c,2018-08-11 16:30:00,0.615160848733744,0.251690357923508
4c,2018-09-29 04:30:00,0.747946611909651,0.593607306480408
4c,2018-10-04 15:00:00,0.762833675564682,0.267743617296219
4c,2018-11-12 16:30:00,0.869780971937029,0.0192325282841921
4c,2018-12-26 01:30:00,0.988535249828884,0.00182680040597916
4c,2019-01-31 04:30:00,0.0853867214236824,-0.023893915116787
4c,2019-02-07 04:30:00,0.104551676933607,0.0231449007987976
4c,2019-03-09 16:30:00,0.190793976728268,0.102162674069405
4c,2019-04-16 16:30:00,0.294832306639288,0.106142982840538
4c,2019-05-17 16:30:00,0.379705681040383,0.119678027927876
4c,2019-06-14 01:30:00,0.454654346338125,0.149184465408325
4c,2019-07-18 16:30:00,0.549452429842574,0.186668545007706
4c,2019-08-08 15:00:00,0.606776180698152,0.224687397480011
4c,2019-09-20 19:30:00,0.72501711156742,0.244710892438889
4c,2019-10-11 04:30:00,0.780800821355236,0.0762771442532539
4c,2019-11-06 16:30:00,0.853353867214237,0.0307746920734644
4c,2019-12-22 03:00:00,0.977754962354552,-0.00112271867692471
4c,2020-01-26 16:30:00,0.0730663928815879,0.106524832546711
4c,2020-02-15 16:30:00,0.12782340862423,0.0360943302512169
4c,2020-03-09 16:30:00,0.190793976728268,0.0934684798121452
4c,2020-04-01 00:00:00,0.251882272416153,0.0403489395976067
4c,2020-05-23 15:00:00,0.39596167008898,0.118936941027641
4c,2020-06-21 04:30:00,0.474161533196441,0.149735480546951
4c,2020-07-09 04:30:00,0.523442847364819,0.135225862264633
4c,2020-08-31 18:00:00,0.670088980150582,0.378053665161133
4c,2020-09-01 01:30:00,0.670944558521561,0.306829392910004
4c,2020-10-01 01:30:00,0.753080082135524,0.0883726328611374
4c,2020-11-02 15:00:00,0.842231348391513,0.0505394265055656
4c,2020-12-24 03:00:00,0.983230663928816,0.0334904342889786
4c,2021-01-23 04:30:00,0.0634839151266256,0.0750537440180779
4c,2021-02-26 15:00:00,0.157768651608487,0.0867896154522896
4c,2021-03-31 03:00:00,0.249486652977413,0.0962590649724007
4c,2021-04-23 04:30:00,0.312628336755647,0.127439796924591
4c,2021-05-22 16:30:00,0.393394934976044,0.0982080399990082
4c,2021-06-21 16:30:00,0.475530458590007,0.171193033456802
4c,2021-07-23 16:30:00,0.563141683778234,0.292489528656006
4c,2021-08-05 16:30:00,0.598733744010951,0.208855241537094
4c,2021-09-29 03:00:00,0.747775496235455,0.154160737991333
4c,2021-10-11 13:30:00,0.781827515400411,0.0974531322717667
4c,2021-11-06 15:00:00,0.853182751540041,0.0647700950503349
4c,2021-12-24 03:00:00,0.983230663928816,0.00987220741808414
4c,2022-01-23 04:30:00,0.0634839151266256,0.0632744133472443
4c,2022-02-18 16:30:00,0.136036960985626,0.074076920747757
4c,2022-03-18 01:30:00,0.2137234770705,0.128522723913193
4c,2022-04-14 03:00:00,0.287816563997262,0.107477441430092
4c,2022-05-20 15:00:00,0.387748117727584,0.116389393806458
4c,2022-06-05 16:30:00,0.431724845995893,0.167129993438721
4c,2022-07-30 16:30:00,0.582306639288159,0.180112570524216
4c,2022-08-31 03:00:00,0.668377823408624,0.163338840007782
4c,2022-09-17 15:00:00,0.716290212183436,0.284417480230331
4c,2022-10-14 04:30:00,0.789014373716632,0.0742677301168442
4c,2022-11-25 16:30:00,0.905373032169747,0.054599117487669
4c,2022-12-09 03:00:00,0.942162902121834,0.0373974367976189
4c,2023-01-13 16:30:00,0.0374743326488706,0.0225172452628613
4c,2023-02-13 04:30:00,0.1209787816564,0.0369734540581703
4c,2023-03-22 13:30:00,0.226043805612594,0.100692957639694
4c,2023-04-20 15:00:00,0.305612594113621,0.11916796118021
4c,2023-05-31 16:30:00,0.418035592060233,0.179164856672287
4c,2023-06-01 15:00:00,0.420602327173169,0.376381605863571
4c,2023-07-31 16:30:00,0.585044490075291,0.200082033872604
4c,2023-08-02 01:30:00,0.588809034907598,0.490284621715546
4c,2023-09-01 16:30:00,0.672655715263518,0.192526966333389
4c,2023-10-03 15:00:00,0.76009582477755,0.106931462883949
4c,2023-11-05 13:30:00,0.850273785078713,0.0244127959012985
4c,2023-12-04 16:30:00,0.930013689253936,0.0160254593938589
4c,2024-01-09 19:30:00,0.0268651608487337,0.0293615069240332
4c,2024-02-07 21:00:00,0.10643394934976,0.00643833540380001
4c,2024-03-31 10:30:00,0.250342231348392,0.0817469879984856
4c,2024-04-25 22:30:00,0.32015742642026,0.0935084596276283
4c,2024-05-27 19:30:00,0.407426420260096,0.116918809711933
4c,2024-06-13 07:30:00,0.452600958247776,0.10626658052206
4c,2024-07-24 16:30:00,0.565879534565366,0.138248413801193
4c,2024-08-26 16:30:00,0.656228610540726,0.164045840501785
4c,2024-09-14 12:00:00,0.707734428473648,0.191882491111755
4c,2024-10-27 22:30:00,0.826659822039699,0.0878980681300163
4c,2024-11-17 09:00:00,0.882614647501711,0.0406596064567566
4c,2024-12-05 22:30:00,0.933436002737851,-0.0237909778952599
